"","track_id","city_id","opening_trck","length"
"1891",3140,265,2000,387
"1892",3123,265,2000,77
"1893",5791,328,1994,1020
"1894",263,71,2007,3104
"1895",265,71,2007,2229
"1896",277,14,1917,5952
"1897",284,14,1881,31210
"1898",313,14,1862,9196
"1899",449,69,1877,1642
"1900",287,14,1855,12039
"1901",289,14,1854,13851
"1902",291,14,1861,38437
"1903",295,14,1892,4871
"1904",302,14,1875,1520
"1905",311,14,1861,1432
"1906",347,69,1868,2679
"1907",744,69,1884,5474
"1908",1328,114,1969,1256
"1909",448,69,1884,540
"1910",883,110,1985,114
"1911",586,78,2018,4014
"1912",288,14,1856,8494
"1913",324,107,2004,5182
"1914",292,14,1861,47285
"1915",294,14,1881,17760
"1916",603,15,2008,23579
"1917",747,69,1868,3086
"1918",298,14,1924,32426
"1919",300,14,1859,3505
"1920",588,69,1975,2819
"1921",881,110,1985,5906
"1922",446,69,1906,2164
"1923",1255,114,1968,934
"1924",447,69,1871,642
"1925",444,69,1874,1288
"1926",442,69,1874,744
"1927",681,15,1965,16292
"1928",462,69,1884,1408
"1929",699,69,1868,8436
"1930",763,69,1917,4005
"1931",296,14,1892,35655
"1932",1256,114,1968,1176
"1933",299,14,1865,48775
"1934",607,15,2010,22093
"1935",445,69,1846,649
"1936",437,69,2012,3046
"1937",450,69,1877,6057
"1938",1257,114,1968,779
"1939",691,69,1847,6859
"1940",693,69,2012,1095
"1941",1863,114,1915,43637
"1942",3129,265,2000,472
"1943",3136,265,2000,77
"1944",3130,265,2000,473
"1945",3135,265,2000,77
"1946",3138,265,2000,143
"1947",3137,265,2000,143
"1948",3139,265,2000,58
"1949",3142,265,2000,301
"1950",9774,48,0,314
"1951",3141,265,2000,58
"1952",10329,48,0,39
"1953",3621,95,1997,327
"1954",749,69,1880,8945
"1955",1830,95,1937,2239
"1956",3148,265,2000,86
"1957",3147,265,2000,343
"1958",285,14,1854,25337
"1959",339,69,1880,1025
"1960",312,14,1958,5991
"1961",310,14,1854,4121
"1962",317,66,99999,4154
"1963",330,107,2006,5778
"1964",613,15,2014,13977
"1965",451,69,1879,1559
"1966",335,107,2010,8829
"1967",328,69,1898,2294
"1968",341,69,1880,703
"1969",3149,265,2000,86
"1970",3150,265,2000,39
"1971",3076,265,1985,499
"1972",3151,265,2000,39
"1973",3311,265,1992,250
"1974",1886,114,1977,9319
"1975",3152,265,2000,170
"1976",94,4,2006,6741
"1977",1246,114,1969,1256
"1978",567,69,1932,1292
"1979",787,69,1940,9414
"1980",589,69,1977,2117
"1981",9775,48,0,1163
"1982",8973,139,1897,451
"1983",3316,265,1992,31
"1984",3319,265,1992,30
"1985",3401,266,2002,453
"1986",9530,48,0,43
"1987",8974,139,1889,330
"1988",8508,318,2001,511
"1989",434,107,2009,9591
"1990",3161,265,1994,70
"1991",432,107,2017,15216
"1992",3155,265,2000,171
"1993",196,71,1961,964
"1994",197,71,1962,1078
"1995",854,69,1864,3344
"1996",217,71,1974,4859
"1997",346,69,2007,4757
"1998",452,69,1879,2531
"1999",1897,89,1982,13792
"2000",1898,89,1984,12876
"2001",3162,265,1994,57
"2002",3369,266,2020,968
"2003",3163,265,1994,57
"2004",6321,77,0,538
"2005",3314,265,1992,168
"2006",10330,48,0,148
"2007",3321,265,1992,256
"2008",3312,265,1992,860
"2009",9776,48,0,42
"2010",260,71,2007,14410
"2011",201,71,1970,4588
"2012",193,71,1951,914
"2013",3317,265,1992,704
"2014",3318,265,1992,705
"2015",9777,48,0,3
"2016",3328,114,1976,5997
"2017",3331,114,1931,1018
"2018",3332,114,1933,944
"2019",3156,265,1994,6
"2020",3157,265,1994,22
"2021",3158,265,1994,167
"2022",1905,89,1839,18518
"2023",3159,265,1994,166
"2024",3622,95,1997,52
"2025",3160,265,1994,104
"2026",1899,89,1981,9227
"2027",3600,95,1997,297
"2028",3337,114,1902,3271
"2029",1900,89,2002,18632
"2030",1901,89,1984,985
"2031",1904,89,1849,957
"2032",3335,114,1926,2602
"2033",3336,114,1941,903
"2034",4933,91,1987,5101
"2035",1895,114,2000,9321
"2036",3250,265,2007,95
"2037",3251,265,2007,150
"2038",3254,265,2007,371
"2039",3252,265,2007,4
"2040",3263,265,2007,52
"2041",3264,265,2007,50
"2042",3256,265,2007,8
"2043",3255,265,2007,6
"2044",3258,265,2007,51
"2045",3257,265,2007,51
"2046",3341,114,1910,755
"2047",3165,265,1994,4022
"2048",3269,265,2007,89
"2049",3270,265,2007,89
"2050",3261,265,2007,94
"2051",3262,265,2007,93
"2052",3265,265,2007,55
"2053",3268,265,2007,367
"2054",3276,265,2007,59
"2055",3271,265,2007,210
"2056",3275,265,2007,48
"2057",3272,265,2007,211
"2058",3338,114,1903,2210
"2059",305,78,2008,8466
"2060",327,107,1999,15885
"2061",337,107,2010,23371
"2062",590,69,1986,4391
"2063",897,69,1867,727
"2064",1258,114,1968,1072
"2065",1329,114,1969,1409
"2066",1330,114,1968,500
"2067",320,107,1993,4503
"2068",355,69,1870,635
"2069",314,14,1854,2734
"2070",321,107,1993,1982
"2071",791,69,1868,17255
"2072",322,107,1996,4482
"2073",338,69,1889,5670
"2074",329,107,2000,2804
"2075",331,69,1900,1651
"2076",325,107,2004,7181
"2077",332,69,1890,4490
"2078",1331,114,1971,724
"2079",336,69,1926,8238
"2080",315,66,2011,10763
"2081",453,69,1969,1208
"2082",566,261,1999,23279
"2083",456,69,1968,527
"2084",457,69,1968,3163
"2085",1829,95,1937,2282
"2086",568,69,1933,5139
"2087",572,261,2005,12254
"2088",575,69,1999,2018
"2089",574,69,2008,2472
"2090",573,69,1999,4475
"2091",591,69,2008,2253
"2092",752,69,2007,3209
"2093",765,69,2018,6907
"2094",122,66,1990,11509
"2095",525,78,2008,1497
"2096",600,69,1839,16766
"2097",9778,48,0,1686
"2098",792,69,1858,3590
"2099",596,69,1979,4341
"2100",598,69,1838,872
"2101",1259,252,1976,6226
"2102",793,69,1860,4432
"2103",841,69,1872,18152
"2104",870,110,1972,4958
"2105",1332,114,1971,976
"2106",1333,114,1972,526
"2107",1334,114,1972,792
"2108",474,69,1863,743
"2109",340,107,2000,24649
"2110",345,69,2007,5322
"2111",343,69,1869,635
"2112",342,69,1880,959
"2113",472,69,1863,2873
"2114",459,69,1968,3223
"2115",524,78,2008,21538
"2116",593,69,1939,1974
"2117",614,15,2015,15233
"2118",460,69,1968,907
"2119",794,69,1860,9172
"2120",1260,252,1977,996
"2121",1194,114,1962,785
"2122",10331,48,0,16
"2123",364,69,1971,2048
"2124",365,69,1971,1578
"2125",363,69,1900,890
"2126",594,69,1939,1620
"2127",595,69,1979,2883
"2128",597,69,1836,4910
"2129",599,69,1902,11939
"2130",753,69,2007,3323
"2131",358,107,2007,23806
"2132",470,69,1848,2565
"2133",388,107,2009,31145
"2134",366,69,1971,1570
"2135",356,107,2003,16658
"2136",371,69,1846,8985
"2137",528,69,1868,29204
"2138",359,69,1870,1556
"2139",9779,48,0,52
"2140",385,107,2010,29048
"2141",485,69,1907,1939
"2142",795,69,1862,13226
"2143",476,69,1926,236
"2144",373,107,2007,4881
"2145",898,69,1875,6042
"2146",479,69,1907,2241
"2147",488,69,1906,802
"2148",480,69,1907,2358
"2149",483,69,1901,812
"2150",379,107,2011,2316
"2151",377,107,2009,11453
"2152",490,69,1868,924
"2153",796,69,1868,1687
"2154",492,69,1907,941
"2155",382,107,2007,21768
"2156",383,107,2009,14532
"2157",1338,114,1972,1478
"2158",392,107,2013,22005
"2159",393,107,2015,3732
"2160",390,107,2012,5688
"2161",489,69,1889,648
"2162",478,69,1906,408
"2163",387,107,2018,10794
"2164",323,107,1995,9577
"2165",376,69,1999,3043
"2166",378,69,1999,2120
"2167",380,69,1999,1051
"2168",481,69,1900,311
"2169",900,69,1926,1658
"2170",484,69,1901,1520
"2171",491,69,1868,2784
"2172",487,69,1906,2833
"2173",899,69,1875,890
"2174",901,69,1926,171
"2175",964,79,NA,3827
"2176",411,107,2018,34596
"2177",397,107,2013,17895
"2178",406,107,2020,15343
"2179",615,15,2008,13778
"2180",797,69,1892,8181
"2181",402,107,2015,3865
"2182",396,107,2010,11691
"2183",394,107,2016,4942
"2184",482,69,1900,273
"2185",616,15,2008,10601
"2186",412,107,2020,30664
"2187",486,69,1924,1259
"2188",493,69,1913,720
"2189",618,15,2012,5430
"2190",403,107,2015,6644
"2191",401,107,2018,4814
"2192",407,107,2020,22682
"2193",409,107,2013,51413
"2194",395,107,2009,31809
"2195",404,107,2014,3066
"2196",408,107,2020,15592
"2197",497,69,2010,2301
"2198",494,69,1869,3495
"2199",498,69,2010,839
"2200",499,69,2011,386
"2201",906,69,1903,746
"2202",903,69,2020,3004
"2203",936,79,1981,2902
"2204",420,107,2007,6946
"2205",5355,307,2013,1586
"2206",1339,114,1978,900
"2207",503,69,1999,3389
"2208",1195,114,1963,808
"2209",256,71,1999,18699
"2210",261,71,2007,8734
"2211",8509,318,2001,135
"2212",414,107,2012,57738
"2213",9780,48,0,26
"2214",495,69,1876,1801
"2215",798,69,1892,12120
"2216",502,69,1991,1299
"2217",1340,114,1971,2533
"2218",500,69,1987,6162
"2219",419,107,2005,9756
"2220",516,69,1906,3825
"2221",801,69,1892,3798
"2222",518,69,1906,1396
"2223",569,261,2001,13367
"2224",570,69,1932,4484
"2225",9781,48,0,42
"2226",571,261,2005,1644
"2227",799,69,1871,3663
"2228",1341,114,1974,978
"2229",1352,114,1988,1263
"2230",1351,114,1980,692
"2231",1531,114,1927,1993
"2232",1353,114,1988,1569
"2233",1527,114,1895,4545
"2234",1532,114,1927,2581
"2235",418,107,2005,4011
"2236",800,69,1865,3322
"2237",545,69,1948,7203
"2238",510,69,1999,1598
"2239",605,15,2012,13446
"2240",514,69,1906,4686
"2241",1038,262,2012,1403
"2242",929,79,1964,12059
"2243",927,79,2014,1474
"2244",576,69,1933,5050
"2245",930,79,1966,1349
"2246",932,79,1971,681
"2247",536,78,2017,130
"2248",508,69,2007,4064
"2249",539,78,2017,172
"2250",511,69,1979,1180
"2251",802,69,1868,8064
"2252",617,15,2010,10672
"2253",505,69,2007,6477
"2254",422,110,1952,1995
"2255",543,69,1920,4546
"2256",534,78,2017,172
"2257",731,69,1884,4229
"2258",509,69,2007,5317
"2259",544,69,1947,5745
"2260",928,79,2015,6718
"2261",1533,114,1927,2413
"2262",931,79,1969,6260
"2263",1213,114,1962,598
"2264",577,69,1933,4012
"2265",939,79,1985,2753
"2266",582,261,2016,16177
"2267",729,69,1865,1010
"2268",733,69,1853,1902
"2269",890,110,1929,4856
"2270",10332,48,0,325
"2271",8510,318,2001,424
"2272",537,78,2017,131
"2273",507,69,2007,816
"2274",513,69,1900,9192
"2275",665,69,1858,4106
"2276",9782,48,0,129
"2277",8511,318,2001,139
"2278",96,4,2006,7705
"2279",10333,48,0,643
"2280",9783,48,0,42
"2281",549,69,1987,4836
"2282",540,78,2017,127
"2283",547,69,1946,2184
"2284",541,69,1908,856
"2285",546,69,1912,664
"2286",553,69,1859,8877
"2287",554,69,1849,2388
"2288",244,71,2003,40101
"2289",281,14,1922,9590
"2290",290,14,1860,32135
"2291",803,69,1854,22614
"2292",519,69,1866,2569
"2293",521,69,1864,1463
"2294",867,110,1967,1011
"2295",245,78,1986,12591
"2296",958,79,1980,3259
"2297",1535,114,1927,1066
"2298",1536,114,1927,1182
"2299",957,79,2005,1937
"2300",963,79,1992,849
"2301",293,14,1875,37729
"2302",303,14,1886,22143
"2303",316,66,2014,12578
"2304",306,14,1912,27213
"2305",520,69,1865,494
"2306",1373,114,1980,614
"2307",413,107,2017,17883
"2308",522,69,1862,4703
"2309",523,69,1838,30198
"2310",112,4,1980,4446
"2311",9784,48,0,1685
"2312",551,69,1994,6885
"2313",933,79,1971,889
"2314",556,69,1938,3079
"2315",757,69,1889,13289
"2316",1356,114,1983,1255
"2317",9666,48,0,26
"2318",9686,48,0,1288
"2319",9687,48,0,498
"2320",602,15,2002,40259
"2321",557,69,1939,3154
"2322",558,69,1883,547
"2323",560,69,1849,7938
"2324",10334,48,0,16
"2325",606,15,2009,27383
"2326",425,110,1957,2029
"2327",741,69,1884,562
"2328",730,69,1884,1083
"2329",732,69,1868,752
"2330",506,69,2007,4053
"2331",728,69,2009,5405
"2332",734,69,1862,652
"2333",735,69,1863,4770
"2334",737,69,1875,489
"2335",745,69,2009,743
"2336",739,69,1875,436
"2337",754,69,2007,12559
"2338",756,69,1887,9358
"2339",759,69,1904,10313
"2340",758,69,1925,3256
"2341",608,15,2007,27169
"2342",609,15,2012,29699
"2343",805,69,1858,11951
"2344",611,15,2018,8690
"2345",816,69,1929,2452
"2346",812,69,2010,5922
"2347",612,15,2014,22663
"2348",815,69,1865,6097
"2349",866,110,1967,1232
"2350",6373,114,1928,2153
"2351",864,110,1965,4942
"2352",8512,318,2001,36
"2353",1364,114,1978,601
"2354",1365,114,1978,940
"2355",1366,114,1978,706
"2356",1367,114,1978,873
"2357",1368,114,1978,963
"2358",1623,67,1889,10872
"2359",694,69,2005,4096
"2360",621,15,2019,6648
"2361",622,15,2013,11480
"2362",624,15,2017,9216
"2363",806,69,1886,6660
"2364",1363,114,1978,870
"2365",714,69,1864,3250
"2366",700,69,1850,24743
"2367",701,69,1852,1061
"2368",716,69,1947,7880
"2369",1374,114,1980,1362
"2370",702,69,1904,5041
"2371",715,69,1866,637
"2372",706,69,2000,1786
"2373",709,69,2000,1
"2374",718,69,1948,7586
"2375",601,15,2003,17812
"2376",668,15,2017,17148
"2377",696,69,1868,8995
"2378",623,15,2015,21628
"2379",657,69,1862,8307
"2380",1369,114,1978,803
"2381",704,69,2000,6525
"2382",695,69,2009,2516
"2383",660,69,1841,12836
"2384",726,69,1979,7307
"2385",707,69,2000,1574
"2386",1370,114,1978,1160
"2387",1629,67,1900,306
"2388",1371,114,1980,738
"2389",1027,116,0,24217
"2390",645,69,1901,452
"2391",650,69,1858,6933
"2392",659,69,1862,1814
"2393",652,69,1856,7328
"2394",654,69,2010,6296
"2395",664,15,2013,2362
"2396",661,15,2011,12631
"2397",662,15,2013,4908
"2398",669,15,2013,4220
"2399",667,15,2019,5576
"2400",673,15,2015,10344
"2401",697,69,1858,3249
"2402",698,69,1859,7937
"2403",677,15,2017,1946
"2404",671,15,2016,19562
"2405",9785,48,0,42
"2406",808,69,1854,9066
"2407",810,69,1866,1878
"2408",99,78,1970,2464
"2409",809,69,1855,12543
"2410",807,69,1888,11999
"2411",814,69,2015,4952
"2412",811,69,1868,5310
"2413",869,110,1971,1036
"2414",10335,48,0,148
"2415",871,110,1973,1739
"2416",1372,114,1980,920
"2417",873,110,1975,3214
"2418",875,110,1975,3327
"2419",865,110,1965,769
"2420",9786,48,0,130
"2421",9787,48,0,41
"2422",585,78,2018,58532
"2423",644,69,1864,7192
"2424",648,69,1862,4154
"2425",646,69,1860,2565
"2426",651,69,2010,1457
"2427",649,69,1863,7554
"2428",1031,78,2011,943
"2429",653,69,1858,2003
"2430",1375,114,1980,1321
"2431",670,15,2019,5621
"2432",676,15,2014,11757
"2433",1377,114,1980,675
"2434",817,69,1930,6414
"2435",819,69,1857,2595
"2436",821,69,1864,2413
"2437",97,78,1969,11440
"2438",10336,48,0,282
"2439",640,69,1849,5884
"2440",1664,114,1927,5310
"2441",9788,48,0,52
"2442",638,69,1878,1356
"2443",641,69,1849,4434
"2444",642,69,1849,12465
"2445",643,69,1880,1206
"2446",9697,48,0,263
"2447",9789,48,0,26
"2448",9698,48,0,75
"2449",9790,48,0,679
"2450",9699,48,0,8
"2451",9700,48,0,716
"2452",9791,48,0,47
"2453",678,15,2017,13509
"2454",679,15,2017,9135
"2455",675,15,2011,11125
"2456",674,15,2010,17708
"2457",842,69,2015,32555
"2458",680,15,1984,15157
"2459",685,15,1969,539
"2460",688,15,2000,4087
"2461",686,15,1987,317
"2462",818,69,1868,8562
"2463",682,15,1987,6852
"2464",683,118,0,14546
"2465",822,69,1882,5223
"2466",823,69,1860,17880
"2467",824,69,1885,19132
"2468",827,69,2011,4453
"2469",844,69,2015,11822
"2470",708,69,2000,7231
"2471",713,69,1878,20008
"2472",5356,307,2013,224
"2473",9792,48,0,97
"2474",10337,48,0,619
"2475",710,69,2000,3358
"2476",711,69,2000,4262
"2477",712,69,1868,10597
"2478",724,69,1864,6265
"2479",717,69,1947,2234
"2480",720,69,1948,1536
"2481",721,69,1948,3099
"2482",820,69,1857,3191
"2483",1665,114,1928,318
"2484",845,69,1906,9574
"2485",872,110,1975,2563
"2486",672,15,2019,29104
"2487",829,69,1839,17251
"2488",783,69,2018,7015
"2489",834,69,1840,18061
"2490",846,69,1906,19356
"2491",847,69,1898,7916
"2492",876,110,1975,2055
"2493",8513,318,2001,104
"2494",107,78,1978,1675
"2495",9793,48,0,47
"2496",750,69,1841,9281
"2497",746,69,1884,8385
"2498",748,69,1879,3397
"2499",102,78,1970,17411
"2500",10338,48,0,79
"2501",830,69,1840,2036
"2502",751,69,1932,6123
"2503",9794,48,0,97
"2504",1261,252,1977,17367
"2505",831,69,1875,670
"2506",103,78,1984,3299
"2507",833,69,1872,6169
"2508",105,78,1980,5055
"2509",895,110,1956,2521
"2510",106,78,1983,6396
"2511",8514,318,2001,49
"2512",780,69,1907,4297
"2513",764,69,1837,53289
"2514",770,69,1932,3109
"2515",766,69,2018,1802
"2516",768,69,1902,10530
"2517",1275,252,1986,15233
"2518",10339,48,0,40
"2519",773,69,1895,13294
"2520",777,69,1866,15624
"2521",781,69,1923,2690
"2522",843,69,2018,2779
"2523",835,69,1840,6951
"2524",4937,91,1938,1695
"2525",839,69,1910,7561
"2526",1835,95,2003,607
"2527",858,69,1878,2591
"2528",861,69,1895,470
"2529",877,110,1977,4758
"2530",772,69,1849,18990
"2531",1262,252,1978,8989
"2532",776,69,1865,9038
"2533",837,69,1871,5383
"2534",782,69,1924,4878
"2535",1200,114,1968,1443
"2536",9795,48,0,1684
"2537",784,69,2018,3524
"2538",840,69,2015,5006
"2539",785,69,1907,2933
"2540",1836,95,2019,4739
"2541",859,69,1871,694
"2542",10340,48,0,53
"2543",856,4,1940,3261
"2544",1029,116,0,29307
"2545",857,69,1892,10770
"2546",1273,252,1984,10880
"2547",1211,114,1962,1004
"2548",9531,48,0,347
"2549",9649,48,0,570
"2550",9532,48,0,42
"2551",860,69,1895,16955
"2552",1101,106,2009,48100
"2553",1838,95,2024,11834
"2554",1030,78,2011,15933
"2555",1073,106,1957,31835
"2556",146,78,1982,3682
"2557",254,78,1999,11455
"2558",888,110,1952,1583
"2559",896,110,1964,2519
"2560",891,110,1919,825
"2561",421,110,1952,7633
"2562",892,110,1934,2498
"2563",893,110,1952,2740
"2564",250,78,1988,5514
"2565",416,110,1951,3497
"2566",1033,69,1910,10392
"2567",1032,69,1903,8122
"2568",1266,252,1978,12291
"2569",887,110,1930,5422
"2570",1205,114,1968,1043
"2571",8515,318,2001,132
"2572",1263,252,1978,10649
"2573",1277,252,1998,2731
"2574",1281,252,1991,11988
"2575",884,4,2017,20376
"2576",1034,262,1990,2621
"2577",10341,48,0,40
"2578",1264,252,1978,6694
"2579",1036,262,2003,1222
"2580",6314,77,0,1646
"2581",4939,91,1942,831
"2582",4940,91,1956,1186
"2583",6448,77,0,300
"2584",1267,252,1978,9328
"2585",1265,252,1978,2959
"2586",1550,114,1914,8506
"2587",1035,262,1992,581
"2588",1556,114,1914,2272
"2589",1551,114,1914,3724
"2590",1549,114,1914,1795
"2591",1554,114,1914,6318
"2592",1037,262,2005,1254
"2593",1041,106,2014,2325
"2594",1043,78,2012,256
"2595",1552,114,1914,3785
"2596",1553,114,1914,4152
"2597",1558,114,1916,5803
"2598",1557,114,1916,1083
"2599",1555,114,1914,3139
"2600",1903,89,1838,12356
"2601",5357,307,2013,224
"2602",1906,89,1879,919
"2603",1907,89,1850,1717
"2604",1908,89,1850,315
"2605",1909,89,1849,252
"2606",938,79,1985,1061
"2607",1196,114,1963,755
"2608",253,78,1991,14903
"2609",904,69,2019,30106
"2610",911,69,2007,29581
"2611",905,69,1903,3058
"2612",914,69,1994,6118
"2613",907,69,2017,848
"2614",1269,252,1980,5349
"2615",912,69,2007,9324
"2616",909,69,2003,14928
"2617",910,69,2003,5067
"2618",915,69,1994,15391
"2619",916,69,2003,16169
"2620",922,69,1863,1132
"2621",923,69,1844,4289
"2622",4941,91,1958,1128
"2623",142,78,2012,24123
"2624",139,78,1994,17621
"2625",247,78,1986,4493
"2626",246,78,1983,6962
"2627",1270,252,1981,4030
"2628",8516,318,2001,20
"2629",945,79,1991,5049
"2630",1197,114,1963,779
"2631",4943,91,1938,754
"2632",4942,91,1938,543
"2633",4944,91,1965,754
"2634",6315,77,0,862
"2635",6447,77,0,356
"2636",6446,77,0,2153
"2637",6457,77,0,50
"2638",1042,78,2012,12834
"2639",1272,252,1983,7828
"2640",144,78,1981,7797
"2641",1271,252,1983,8219
"2642",109,78,1981,6487
"2643",1274,252,1984,11655
"2644",1278,252,1991,2471
"2645",10342,48,0,656
"2646",940,79,1994,765
"2647",3612,95,1997,180
"2648",3579,95,2012,113
"2649",917,69,1994,24930
"2650",921,69,1863,5083
"2651",918,69,2019,6158
"2652",920,69,1901,4111
"2653",4945,91,1942,495
"2654",919,69,1897,7011
"2655",1044,78,2012,1106
"2656",1045,78,2012,432
"2657",1379,266,1897,3257
"2658",1382,266,1897,3137
"2659",1383,266,1897,3154
"2660",3618,95,1997,599
"2661",3266,265,2007,53
"2662",8517,318,2001,58
"2663",4395,189,0,2149
"2664",5794,328,1994,20
"2665",1381,266,1916,1530
"2666",1561,114,1872,359
"2667",1384,266,1897,3971
"2668",1846,95,2027,11627
"2669",1385,266,1897,820
"2670",5793,328,1994,1020
"2671",943,79,1990,2673
"2672",944,79,1990,1934
"2673",935,79,1978,1983
"2674",937,79,1983,1861
"2675",953,79,NA,1953
"2676",3267,265,2007,366
"2677",4396,189,0,1394
"2678",9796,48,0,1680
"2679",1083,106,2014,614
"2680",5875,328,2000,236
"2681",10343,48,0,33
"2682",8518,318,2001,50
"2683",1082,106,2002,8575
"2684",1391,114,1978,1238
"2685",1387,114,1986,1754
"2686",1389,114,1986,1539
"2687",1386,114,1983,1633
"2688",1388,114,1986,1626
"2689",1390,114,1989,2967
"2690",1395,114,1989,1581
"2691",1396,114,1989,612
"2692",1398,114,1989,702
"2693",1399,114,1990,1379
"2694",1402,114,2003,922
"2695",942,79,2011,4196
"2696",1047,78,2012,11889
"2697",946,79,1991,578
"2698",948,79,2003,919
"2699",949,79,2011,946
"2700",1084,106,2011,1616
"2701",950,79,2011,2020
"2702",965,79,NA,10698
"2703",1392,114,1978,1395
"2704",954,79,1975,1055
"2705",1397,114,1989,1423
"2706",1393,114,1979,1511
"2707",1401,114,2003,2141
"2708",1400,114,2003,1539
"2709",1403,114,2003,1512
"2710",1404,114,1991,1403
"2711",979,103,2014,11367
"2712",986,103,2000,2948
"2713",981,103,2015,5475
"2714",992,79,1870,44392
"2715",983,103,1980,1195
"2716",985,103,1999,1614
"2717",1436,114,2000,1330
"2718",1000,79,2010,8520
"2719",1054,106,1980,856
"2720",1006,103,1924,253
"2721",1001,79,1970,503
"2722",1003,103,NA,2429
"2723",1052,106,1974,6463
"2724",1050,106,1979,1923
"2725",982,103,1980,8974
"2726",984,103,1980,4232
"2727",988,103,2012,3905
"2728",993,79,1997,5269
"2729",1053,106,1975,10241
"2730",989,103,2015,873
"2731",1057,106,2010,3758
"2732",987,103,1990,7403
"2733",1086,14,1997,3927
"2734",1058,106,1992,1176
"2735",1409,114,1996,1445
"2736",1406,114,1991,1297
"2737",1405,114,1991,958
"2738",6376,114,1930,691
"2739",1410,114,1996,893
"2740",1411,114,1996,1306
"2741",990,79,2011,27249
"2742",1055,106,1998,3472
"2743",1018,87,2001,2394
"2744",9797,48,0,678
"2745",10344,48,0,45
"2746",1413,114,1996,1246
"2747",1451,114,2000,776
"2748",6382,114,1927,1094
"2749",1087,14,2002,3791
"2750",1088,14,2010,724
"2751",1416,114,1997,508
"2752",1414,114,1996,950
"2753",1415,114,1997,1539
"2754",4394,189,0,1198
"2755",1418,114,2000,1179
"2756",1417,114,2000,936
"2757",1420,114,2000,973
"2758",1421,114,2000,1301
"2759",991,79,2011,37416
"2760",4386,189,0,120
"2761",4371,189,0,2090
"2762",9798,48,0,7
"2763",1425,114,1997,1015
"2764",3273,265,2007,47
"2765",3274,265,2007,59
"2766",1855,265,2007,198
"2767",3617,95,1997,599
"2768",1422,114,1997,885
"2769",1424,114,1997,1219
"2770",1423,114,1997,701
"2771",1427,114,1997,1194
"2772",1426,114,1997,965
"2773",1428,114,1997,1625
"2774",4384,189,0,121
"2775",997,79,2007,21173
"2776",1062,106,1988,2393
"2777",1019,87,2001,1699
"2778",1063,106,1982,1338
"2779",1439,114,2000,1357
"2780",1429,114,1997,1594
"2781",1437,114,2000,1091
"2782",3278,265,2007,119
"2783",1431,114,1991,1434
"2784",1432,114,1991,1395
"2785",4375,189,0,371
"2786",4376,189,0,372
"2787",9799,48,0,9
"2788",3279,265,2007,22
"2789",1435,114,2000,1278
"2790",1440,114,2000,1891
"2791",1438,114,2000,603
"2792",1441,114,2000,1410
"2793",1442,114,2000,925
"2794",1443,114,2000,1336
"2795",1444,114,2000,1200
"2796",1445,114,2000,614
"2797",1446,114,2000,954
"2798",1007,103,1948,1736
"2799",8519,318,2001,93
"2800",1434,114,2000,1458
"2801",1430,114,1991,955
"2802",1433,114,2000,579
"2803",1452,114,2000,1929
"2804",3280,265,2007,22
"2805",6377,114,1930,148
"2806",9800,48,0,263
"2807",6384,114,1972,816
"2808",8520,318,2001,29
"2809",10345,48,0,73
"2810",8522,308,2000,683
"2811",9801,48,0,256
"2812",4360,189,0,665
"2813",10346,48,0,539
"2814",7507,283,2014,3245
"2815",5798,328,0,162
"2816",1004,103,1924,24148
"2817",1562,114,1883,6300
"2818",1002,103,1955,11062
"2819",9802,48,0,481
"2820",7508,283,2014,26
"2821",5358,307,2013,1605
"2822",1198,114,1963,888
"2823",7510,283,2014,17
"2824",5694,286,2015,2233
"2825",7509,283,2014,26
"2826",7514,283,2014,15
"2827",9803,48,0,257
"2828",7511,283,2014,31
"2829",7512,283,2014,200
"2830",9804,48,0,262
"2831",7513,283,2014,85
"2832",7515,283,2014,51
"2833",9805,48,0,25
"2834",7516,283,2014,11
"2835",9806,48,0,150
"2836",1109,263,1898,1469
"2837",1014,79,2009,4993
"2838",304,78,2005,20088
"2839",5799,328,0,42
"2840",1110,263,1898,3684
"2841",10347,48,0,1215
"2842",1111,263,1911,1038
"2843",1112,263,1911,1610
"2844",1114,263,1933,1037
"2845",1447,114,2000,1205
"2846",1453,114,2000,1040
"2847",1450,114,2000,1183
"2848",1448,114,2000,1015
"2849",1449,114,2000,783
"2850",1454,114,2000,636
"2851",1455,114,2000,1001
"2852",1564,114,1883,6096
"2853",1010,79,2009,38583
"2854",1011,79,2009,6135
"2855",1565,114,1883,8205
"2856",1117,263,1938,2642
"2857",4351,189,0,607
"2858",1115,263,1911,2005
"2859",1113,263,1919,868
"2860",1852,265,2005,1055
"2861",1856,265,2005,691
"2862",1858,265,2007,326
"2863",1061,106,1981,3301
"2864",1857,265,2006,1056
"2865",1854,265,2005,238
"2866",1853,265,2005,791
"2867",1202,114,1968,1197
"2868",1566,114,1883,11930
"2869",1567,114,1883,14289
"2870",1116,263,1935,1607
"2871",1456,114,2000,1491
"2872",1568,114,1885,8892
"2873",1457,114,2000,243
"2874",1322,265,1992,2228
"2875",1065,78,2013,8826
"2876",1571,114,1894,10357
"2877",1569,114,1885,9749
"2878",1118,258,2017,1418
"2879",1119,258,2017,4279
"2880",1123,258,2004,414
"2881",1849,265,2005,1437
"2882",1861,265,1888,2527
"2883",1206,114,1968,1060
"2884",1141,258,1995,20789
