"","track_id","city_id","opening_trck","length"
"307",2684,118,0,363
"308",2683,118,0,371
"309",7488,283,2014,106
"310",2686,118,0,522
"311",3597,95,1997,56
"312",1981,147,1907,176
"313",1974,147,1907,5564
"314",1990,147,1900,2765
"315",1976,147,1907,104
"316",1979,147,1907,102
"317",9754,48,0,7547
"318",1987,147,1907,54
"319",10313,48,0,89
"320",2005,114,1884,10460
"321",2000,114,1929,3637
"322",3593,95,1997,123
"323",1977,147,1907,487
"324",1980,147,1907,1199
"325",2685,118,0,362
"326",5865,328,2000,886
"327",2694,118,0,100
"328",2692,118,0,632
"329",2689,118,0,100
"330",2690,118,0,431
"331",2691,118,0,633
"332",2693,118,0,432
"333",2696,118,0,54
"334",2701,118,0,1999
"335",2695,118,0,53
"336",788,69,1941,1259
"337",2704,118,0,129
"338",2688,118,0,9
"339",1984,147,1900,5812
"340",2687,118,0,533
"341",1989,147,1907,85
"342",2700,118,0,18
"343",2697,118,0,2017
"344",2698,118,0,90
"345",3175,265,2000,6
"346",2699,118,0,90
"347",3598,95,1997,120
"348",4524,1,1908,193
"349",3168,265,1994,148
"350",3174,265,2000,16
"351",501,69,1987,474
"352",531,78,2017,1020
"353",1986,147,0,3099
"354",1983,147,0,2752
"355",1988,147,1900,12
"356",1998,114,1894,18506
"357",1991,147,1907,67
"358",4925,91,1933,3218
"359",1999,114,1898,2849
"360",2702,118,0,510
"361",2703,118,0,510
"362",5054,82,0,40
"363",4926,91,1935,909
"364",565,69,1932,2362
"365",926,79,2013,4086
"366",352,107,2007,2722
"367",1995,147,1943,497
"368",5057,82,0,12
"369",2705,118,0,130
"370",2708,118,0,336
"371",2709,118,0,327
"372",2710,118,0,8
"373",2711,118,0,18
"374",2712,118,0,270
"375",2713,118,0,74
"376",2714,118,0,74
"377",5347,307,2013,999
"378",2715,118,0,18
"379",7489,283,2014,182
"380",9755,48,0,155
"381",9528,48,0,114
"382",5055,82,0,81
"383",5056,82,0,12
"384",2706,118,0,421
"385",1997,114,1998,3056
"386",2001,114,1944,9849
"387",5348,307,2013,91
"388",2003,114,1920,2228
"389",2707,118,0,426
"390",2720,118,0,26
"391",2721,118,0,37
"392",2722,118,0,166
"393",2723,118,0,166
"394",2004,114,1883,29942
"395",8351,256,0,939
"396",6443,148,2013,3050
"397",6308,77,0,289
"398",6305,77,0,3642
"399",6312,77,0,535
"400",1534,114,1927,1188
"401",2716,118,0,62
"402",2717,118,0,63
"403",2733,118,0,12
"404",2718,118,0,8
"405",2730,118,0,62
"406",2719,118,0,270
"407",2731,118,0,51
"408",7461,325,0,611
"409",2734,118,0,38
"410",2735,118,0,97
"411",2736,118,0,13
"412",2732,118,0,6
"413",6302,77,0,1496
"414",7460,325,0,28
"415",7470,325,0,390
"416",7462,325,0,39
"417",9529,48,0,231
"418",6310,77,0,1018
"419",6311,77,0,1052
"420",7471,325,0,364
"421",10314,48,0,67
"422",2724,118,0,37
"423",2725,118,0,126
"424",2729,118,0,124
"425",2726,118,0,26
"426",3602,95,1997,44
"427",2727,118,0,72
"428",1247,114,1969,2078
"429",2728,118,0,72
"430",3180,265,2000,360
"431",8589,206,1888,2249
"432",8590,206,1888,145
"433",3601,95,1997,297
"434",3343,266,2002,262
"435",8591,206,1888,2027
"436",3347,266,2002,46
"437",3345,266,2002,30
"438",3346,266,2002,30
"439",8592,206,1888,243
"440",8498,318,2001,2571
"441",4745,1,1909,1981
"442",2741,118,0,51
"443",2738,118,0,38
"444",2739,118,0,63
"445",2740,118,0,98
"446",3176,265,2000,17
"447",2737,118,0,7
"448",804,69,1885,11908
"449",3177,265,2000,7
"450",3178,265,2000,212
"451",552,69,1994,1261
"452",3179,265,2000,212
"453",3184,265,2000,133
"454",3188,265,2000,348
"455",3185,265,2000,76
"456",9756,48,0,530
"457",2010,114,1991,3711
"458",2744,106,NA,2169
"459",5349,307,2013,96
"460",2751,106,2004,10291
"461",2750,106,2000,12412
"462",2760,14,1987,1125
"463",2746,106,2004,17082
"464",10315,48,0,32
"465",9757,48,0,651
"466",2759,106,2010,2110
"467",3186,265,2000,85
"468",3193,265,2000,488
"469",2745,106,2004,9511
"470",2762,14,1932,562
"471",3181,265,2000,361
"472",7490,283,2014,2786
"473",2743,106,NA,8430
"474",3189,265,2000,360
"475",3190,265,2000,395
"476",2747,106,2004,6201
"477",2761,14,1983,1080
"478",1249,114,1968,1540
"479",2755,106,2003,802
"480",455,69,1969,1126
"481",5785,328,2016,668
"482",2756,106,2003,2344
"483",3191,265,2000,403
"484",2757,106,1991,11173
"485",5784,328,2016,659
"486",2758,106,1991,1340
"487",4345,189,0,712
"488",8499,318,2001,72
"489",2011,114,1940,30640
"490",2753,106,2004,1904
"491",3919,114,1921,1334
"492",9758,48,0,48
"493",2749,106,2000,10829
"494",3192,265,2000,497
"495",2752,106,2004,17394
"496",3196,265,2000,511
"497",3197,265,2000,511
"498",3349,266,2002,46
"499",2551,70,2010,21681
"500",3194,265,2000,434
"501",2012,114,1911,14300
"502",2013,114,1923,19775
"503",3195,265,2000,434
"504",3201,265,2009,375
"505",3198,265,2000,378
"506",3200,265,2009,369
"507",3199,265,2000,379
"508",3205,265,2009,463
"509",3604,95,1997,21
"510",3921,114,1909,1093
"511",3922,114,1909,192
"512",85,4,2004,2003
"513",663,15,2012,3063
"514",2014,114,1929,28676
"515",10316,48,0,32
"516",656,15,2008,3640
"517",9759,48,0,48
"518",639,69,1873,1617
"519",2768,74,2015,5425
"520",3605,95,1997,22
"521",2767,74,2012,9215
"522",2769,74,2012,11013
"523",2777,118,0,96
"524",2770,74,1880,275
"525",2772,74,1952,505
"526",2776,118,0,862
"527",4344,189,0,712
"528",3202,265,2009,380
"529",4343,189,0,386
"530",2020,268,0,510
"531",755,69,1885,3482
"532",2025,268,2005,1791
"533",2015,268,1998,430
"534",2765,70,2005,1177
"535",2021,268,0,759
"536",2018,268,0,906
"537",2019,268,0,116
"538",2036,268,0,186
"539",2022,268,0,35
"540",2045,268,0,529
"541",2046,268,0,75
"542",2766,70,2014,2185
"543",2048,268,0,33
"544",2017,268,1998,87
"545",2771,74,1880,316
"546",2023,268,0,74
"547",2027,268,0,154
"548",2024,268,0,1903
"549",2026,268,0,124
"550",2033,268,0,759
"551",2028,268,0,317
"552",2031,268,0,14
"553",2029,268,0,50
"554",2030,268,0,25
"555",2034,268,0,20
"556",2035,268,0,174
"557",2032,268,1993,296
"558",2773,265,999999,2517
"559",647,69,1860,1943
"560",2778,118,0,27
"561",655,69,1867,1516
"562",1376,114,1980,1568
"563",2037,268,0,485
"564",2044,268,0,32
"565",2038,268,0,134
"566",2041,268,0,332
"567",2039,268,0,2248
"568",2040,268,0,70
"569",2047,268,0,100
"570",2042,268,0,46
"571",2043,268,0,425
"572",2774,265,999999,2302
"573",2775,265,2019,810
"574",3204,265,2009,468
"575",2780,118,0,13
"576",2779,118,0,20
"577",2781,118,0,68
"578",3370,266,2020,961
"579",2049,268,0,12
"580",2782,118,0,73
"581",2783,118,0,27
"582",5834,328,0,183
"583",2050,268,2016,690
"584",2794,23,2007,618
"585",3206,265,2009,38
"586",2795,23,2007,485
"587",2788,23,2007,1659
"588",2793,23,2007,624
"589",2796,23,2007,477
"590",684,15,1987,957
"591",2797,23,2007,458
"592",3207,265,2009,38
"593",3221,265,2009,195
"594",3217,265,2009,6
"595",3216,265,2009,5
"596",2051,268,0,433
"597",2066,268,0,744
"598",2052,268,0,618
"599",687,15,1999,9517
"600",8500,318,2001,236
"601",2053,268,0,132
"602",2058,268,0,238
"603",2059,268,0,48
"604",2063,268,0,146
"605",2060,268,0,31
"606",2061,268,0,104
"607",2064,268,0,154
"608",2067,268,0,21
"609",2065,268,0,29
"610",2069,268,0,88
"611",2068,268,0,198
"612",2070,268,0,37
"613",2071,268,0,70
"614",2072,268,0,52
"615",2087,268,0,83
"616",2089,268,0,46
"617",2062,268,1912,232
"618",6313,77,0,933
"619",3356,266,2002,495
"620",2079,268,0,114
"621",2076,268,0,281
"622",2055,268,0,693
"623",2056,268,0,143
"624",2077,268,0,119
"625",2073,268,0,424
"626",2081,268,0,140
"627",2074,268,0,162
"628",2078,268,0,1699
"629",2075,268,0,708
"630",2080,268,0,720
"631",719,69,1947,4229
"632",2082,268,0,998
"633",2083,268,0,745
"634",2084,268,0,75
"635",2085,268,0,543
"636",7491,283,2014,617
"637",2086,268,0,1875
"638",2088,268,0,248
"639",2094,268,0,695
"640",878,110,1977,1371
"641",2092,268,1913,321
"642",2095,114,1947,2841
"643",2093,268,1913,129
"644",3209,265,2009,94
"645",2097,114,1949,5175
"646",2789,23,2007,486
"647",3607,95,1997,19
"648",3210,265,2009,9
"649",3211,265,2009,108
"650",828,69,1892,1906
"651",832,69,1840,9202
"652",2090,268,0,280
"653",2099,114,1955,13336
"654",2091,268,0,288
"655",2016,268,1998,286
"656",9760,48,0,652
"657",2096,114,1948,4000
"658",2098,114,1953,1246
"659",3213,265,2009,121
"660",2799,23,2007,400
"661",2798,23,2007,457
"662",2804,23,2008,109
"663",2805,23,2008,60
"664",2792,23,2007,527
"665",3212,265,2009,11
"666",2790,23,2007,888
"667",2116,268,0,110
"668",7492,283,2014,85
"669",2105,268,0,1362
"670",2100,268,0,607
"671",3215,265,2009,20
"672",2103,268,0,268
"673",2101,268,0,124
"674",2106,268,0,270
"675",2111,268,0,80
"676",2104,268,0,135
"677",2110,268,0,2
"678",2109,268,0,561
"679",2107,268,0,336
"680",2112,268,0,178
"681",2102,268,0,122
"682",2115,268,0,6
"683",2113,268,0,4
"684",838,69,1871,922
"685",2800,23,2007,464
"686",2801,23,2007,465
"687",2813,23,2008,574
"688",2802,23,2007,369
"689",2124,268,0,212
"690",2125,268,0,900
"691",2803,23,2007,368
"692",2123,268,0,63
"693",10317,48,0,68
"694",2121,268,0,108
"695",2122,268,0,123
"696",2120,268,0,226
"697",2117,268,0,16
"698",2118,268,0,11
"699",774,69,1838,18321
"700",775,69,1845,7356
"701",778,69,1942,594
"702",1837,95,2023,1129
"703",5787,328,0,94
"704",2807,23,2008,106
"705",2128,268,0,460
"706",2808,23,2008,61
"707",2130,268,0,149
"708",2810,23,2003,362
"709",1184,114,1961,1175
"710",2806,23,2008,562
"711",2126,268,0,1297
"712",2127,268,0,105
"713",2129,268,0,18
"714",2811,23,2008,300
"715",2812,23,2008,305
"716",2815,23,2003,362
"717",3220,265,2009,20
"718",3219,265,2009,6
"719",2114,268,0,903
"720",4928,91,1951,1751
"721",2152,268,0,1209
"722",2149,268,0,189
"723",2150,268,0,34
"724",2153,268,0,47
"725",2151,268,0,24
"726",3355,266,2002,481
"727",2155,268,0,1246
"728",2148,268,0,2060
"729",2161,268,0,20
"730",2160,268,0,427
"731",2162,268,0,1272
"732",2159,268,0,10
"733",2176,268,0,1009
"734",2119,268,0,2424
"735",2814,23,2008,580
"736",2131,268,0,125
"737",2137,268,0,153
"738",2132,268,0,1484
"739",2133,268,0,481
"740",2816,23,2003,367
"741",2817,23,2003,367
"742",2135,268,0,615
"743",2134,268,0,29
"744",2136,268,0,79
"745",9761,48,0,533
"746",885,110,1933,1353
"747",1268,252,1979,3904
"748",1842,95,2018,773
"749",2138,268,0,5318
"750",2141,268,0,205
"751",2139,268,0,312
"752",2140,268,0,53
"753",2147,268,0,181
"754",2142,268,0,26
"755",2146,268,0,714
"756",2143,268,0,44
"757",3214,265,2009,195
"758",886,110,1946,1114
"759",2154,268,0,90
"760",2145,268,0,697
"761",2144,268,0,19
"762",2157,268,0,177
"763",2156,268,0,72
"764",2158,268,0,61
"765",7493,283,2014,148
"766",2169,268,0,543
"767",2171,268,0,1415
"768",2173,268,0,250
"769",2168,268,0,1749
"770",2167,268,0,127
"771",2166,268,0,1216
"772",2172,268,0,32
"773",2163,268,0,32
"774",2165,268,0,195
"775",2170,268,0,2617
"776",2164,268,0,68
"777",2174,268,0,1787
"778",2175,268,0,9
"779",1076,106,1867,2287
"780",1663,114,1923,3457
"781",368,69,1838,24585
"782",2177,268,0,1665
"783",2818,23,2003,518
"784",2178,268,0,313
"785",2821,23,2003,573
"786",2179,268,0,540
"787",2822,23,2003,917
"788",2823,23,2003,920
"789",2836,23,2003,292
"790",2834,23,2003,82
"791",2835,23,2003,292
"792",2837,23,2003,83
"793",2838,23,2003,370
"794",443,69,1946,1112
"795",4929,91,1952,1324
"796",3609,95,1997,18
"797",3646,95,1997,323
"798",3978,114,1912,1764
"799",2820,23,2003,572
"800",2819,23,2003,520
"801",4347,189,0,381
"802",3923,114,1914,2206
"803",4346,189,0,5858
"804",7494,283,2014,160
"805",3976,114,1904,1665
"806",2824,23,2003,116
"807",1559,114,1872,1998
"808",5788,328,1998,310
"809",9762,48,0,20
"810",2826,23,2003,50
"811",2825,23,2003,54
"812",3981,114,1907,785
"813",4099,95,1980,9
"814",4100,95,1980,565
"815",4101,95,1912,1242
"816",10318,48,0,439
"817",4353,189,0,233
"818",4350,189,0,157
"819",4354,189,0,606
"820",4356,189,0,156
"821",2827,23,2003,115
"822",4355,189,0,237
"823",4358,189,0,197
"824",4348,189,0,203
"825",4352,189,0,197
"826",2829,23,2003,568
"827",1276,252,1990,5211
"828",2828,23,2003,558
"829",2830,23,2003,402
"830",2831,23,2003,398
"831",4349,189,0,1372
"832",3222,265,2009,57
"833",2832,23,2003,483
"834",7495,283,2014,947
"835",2833,23,2003,485
"836",2839,23,2003,369
"837",4359,189,0,199
"838",7472,325,0,365
"839",2857,23,2003,281
"840",4363,189,0,36
"841",1067,78,2016,859
"842",2859,23,2003,278
"843",3223,265,2009,28
"844",4366,189,0,692
"845",4364,189,0,37
"846",4361,189,0,670
"847",3225,265,2009,28
"848",3224,265,2009,6
"849",4367,189,0,1129
"850",3227,265,2009,75
"851",3226,265,2009,6
"852",4365,189,0,1128
"853",4368,189,0,104
"854",4362,189,0,692
"855",2843,23,2003,675
"856",2840,23,2003,684
"857",9763,48,0,30
"858",4374,189,0,29
"859",10319,48,0,89
"860",2841,23,2003,684
"861",4370,189,0,2088
"862",4373,189,0,207
"863",4372,189,0,31
"864",2842,23,2003,675
"865",2847,23,2003,459
"866",1046,78,2012,880
"867",1380,266,1907,4006
"868",2846,23,2003,459
"869",2845,23,2003,479
"870",2848,23,2003,78
"871",2849,23,2003,77
"872",2850,23,2003,484
"873",2851,23,2003,484
"874",4930,91,1960,2541
"875",4369,189,0,204
"876",4931,91,1964,3416
"877",2221,114,1925,11070
"878",3228,265,2009,74
"879",2853,23,2003,116
"880",2858,23,2004,1108
"881",2854,23,2003,123
"882",2852,23,2004,382
"883",2855,23,2004,382
"884",3229,265,2009,57
"885",7496,283,2014,82
"886",3236,265,2009,89
"887",4381,189,0,302
"888",4379,189,0,117
"889",4380,189,0,107
"890",947,79,1995,698
"891",2860,23,2003,318
"892",2861,23,2003,318
"893",2862,23,2003,307
"894",2865,23,2003,371
"895",2863,23,2003,307
"896",3608,95,1997,1450
"897",2866,23,2003,372
"898",2868,23,2003,82
"899",2869,23,2003,82
"900",2870,23,2003,176
"901",3359,266,2002,335
"902",3360,266,2002,333
"903",3373,266,2002,30
"904",3374,266,2002,30
"905",475,69,1869,3220
"906",504,69,2007,7190
"907",2222,114,1996,16355
"908",2886,23,2005,436
"909",533,78,2017,176
"910",2224,114,2008,12996
"911",2891,23,2005,451
"912",2890,23,2005,561
"913",3610,95,1997,1451
"914",3525,95,2012,128
"915",2904,23,2015,70
"916",4377,189,0,117
"917",3613,95,1997,379
"918",535,78,2017,239
"919",2223,114,1901,16828
"920",2871,23,2003,183
"921",538,78,2017,152
"922",2874,23,2005,339
"923",2878,23,2003,109
"924",2876,23,2005,23
"925",2880,23,2003,1
"926",2873,23,2005,23
"927",2879,23,2005,42
"928",2881,23,2003,33
"929",2877,23,2003,1
"930",2882,23,2003,33
"931",2875,23,2005,42
"932",2883,23,2003,119
"933",3611,95,1997,184
"934",4378,189,0,301
"935",4383,189,0,353
"936",2872,23,2005,340
"937",9764,48,0,312
"938",2231,114,1993,10949
"939",2227,114,1976,2805
"940",2233,114,1915,1979
"941",2229,114,1985,2039
"942",2885,23,2005,328
"943",2884,23,2005,319
"944",2235,114,1970,4547
"945",7497,283,2014,9
"946",2887,23,2005,441
"947",4382,189,0,981
"948",559,69,1848,9399
"949",994,79,2002,1211
"950",2232,114,1999,7471
"951",2226,114,1976,3452
"952",2228,114,1985,7075
"953",2234,114,1964,7597
"954",2230,114,1987,1642
"955",2236,114,1973,7865
"956",2888,23,2005,404
"957",2889,23,2005,516
"958",3650,95,1997,11
"959",4385,189,0,28
"960",941,79,2005,1300
"961",962,79,1975,1922
"962",951,79,2011,954
"963",959,79,1986,1021
"964",952,79,1986,2404
"965",1094,106,NA,3848
"966",7498,283,2014,767
"967",2892,23,2005,483
"968",2893,23,2005,484
"969",3231,265,2009,239
"970",2894,23,2015,722
"971",4388,189,0,981
"972",3230,265,2009,244
"973",3234,265,2009,22
"974",3232,265,2009,30
"975",3233,265,2009,30
"976",3239,265,2009,85
"977",3235,265,2009,23
"978",4387,189,0,28
"979",5790,328,1998,83
"980",4389,189,0,353
"981",10320,48,0,437
"982",1098,106,999999,14613
"983",2895,23,2015,722
"984",2896,23,2015,527
"985",2899,23,2015,658
"986",2897,23,2015,523
"987",2898,23,2015,660
"988",4390,189,0,196
"989",2900,23,2015,800
"990",3237,265,2009,60
"991",4932,91,1970,2874
"992",526,69,1868,4169
"993",354,107,2011,1775
"994",1005,103,1924,351
"995",2901,23,2015,806
"996",2242,106,1990,2886
"997",2238,106,1967,1091
"998",7499,283,2014,117
"999",2902,23,2015,846
"1000",2237,106,1867,772
"1001",2903,23,2015,848
"1002",2924,23,2004,566
"1003",1008,103,1949,1433
"1004",2927,23,2004,350
"1005",2947,23,2007,581
"1006",1009,103,1959,1496
"1007",2946,23,2007,299
"1008",2948,23,2007,274
"1009",4391,189,0,234
"1010",3238,265,2009,60
"1011",2240,106,1876,6368
"1012",2239,106,1914,8177
"1013",5963,104,2016,296
"1014",1850,265,1997,169
"1015",2259,106,2007,1441
"1016",2905,23,2015,499
"1017",2261,106,2007,3120
"1018",2262,106,2007,67
"1019",2263,106,2007,2955
"1020",7500,283,2014,191
"1021",2906,23,2015,26
"1022",2907,23,2015,148
"1023",2908,23,2015,144
"1024",2867,23,2004,1958
"1025",2864,23,2004,1962
"1026",2911,23,2004,550
"1027",2909,23,2004,273
"1028",2910,23,2004,277
"1029",2912,23,2004,550
"1030",5058,82,0,33
"1031",2913,23,2004,526
"1032",1106,19,2009,1231
"1033",2264,106,2007,511
"1034",2914,23,2004,622
"1035",2915,23,2004,349
"1036",2921,23,2004,713
"1037",2916,23,2004,446
"1038",2919,23,2004,23
"1039",2917,23,2004,22
"1040",2918,23,2004,100
"1041",2266,106,2007,90
"1042",1336,114,1972,1488
"1043",2268,106,2007,237
"1044",2920,23,2004,713
"1045",2922,23,2004,101
"1046",3614,95,1997,387
"1047",2923,23,2004,569
"1048",471,69,1848,2763
"1049",1394,114,1982,999
"1050",2925,23,2004,91
"1051",5835,328,1994,290
"1052",2271,114,1930,5327
"1053",2275,114,1899,1671
"1054",2926,23,2004,371
"1055",2273,114,1930,977
"1056",980,103,2014,1176
"1057",2276,114,1902,722
"1058",4393,189,0,234
"1059",473,69,1863,1866
"1060",5059,82,0,54
"1061",464,69,1884,933
"1062",367,69,1848,3225
"1063",5080,82,0,56
"1064",1337,114,1972,728
"1065",527,69,1868,5913
"1066",769,69,2018,3582
"1067",771,69,1933,10376
"1068",374,107,2002,1888
"1069",375,69,1999,5400
"1070",389,107,2010,12705
"1071",1064,106,1983,733
"1072",1358,114,1983,1415
"1073",2272,114,1930,1713
"1074",2274,114,1940,1652
"1075",2931,23,2004,463
"1076",2277,114,1944,2053
"1077",2934,23,2004,355
"1078",2928,23,2004,460
"1079",2929,23,2004,352
"1080",2933,23,2004,1175
"1081",2930,23,2004,462
"1082",2932,23,2004,1177
